ImageFile,StimCategory,StimSize,PlateSize,ScaleType,LabelType,ExactStimLabel,ExactScaleAnchors,StimFinalCode (8-bits),Stim Category [Cake=1; Money=0](MSB),StimSize [10=large; 01=med; 00=small] (2-bit),Plate Size [10=large; 01=med; 00=small] (2-bit),Scale Type    [1=gist];     [0=verb.] (1 bit),Label Type (2 bit)           [10=gist;    01=verb;   00=none]  (contains LSB)
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\none_stimuli_verbatim_perception,,,,,,,,pnoneverb,,,,,
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_SmallPlate.png,Cake,Medium,Small,Verbatim,Gist,Medium piece of Cake,0:20,10100010,1,01,00,0,10,162
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_MediumPlate.png,Cash,Medium,Medium,Verbatim,Gist,Medium piece of Cash,0:20,00101010,0,01,01,0,10,42
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_MediumPlate.png,Cash,Large,Medium,Verbatim,Gist,Large piece of Cash,0:20,01001010,0,10,01,0,10,74
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_SmallPlate.png,Cash,Small,Small,Verbatim,Gist,Small piece of Cash,0:20,00000010,0,00,00,0,10,2
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_MediumPlate.png,Cake,Medium,Medium,Verbatim,Gist,Medium piece of Cake,0:20,10101010,1,01,01,0,10,170
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_SmallPlate.png,Cake,Small,Small,Verbatim,Gist,Small piece of Cake,0:20,10000010,1,00,00,0,10,130
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_SmallPlate.png,Cash,Large,Small,Verbatim,Gist,Large piece of Cash,0:20,01000010,0,10,00,0,10,66
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_LargePlate.png,Cash,Medium,Large,Verbatim,Gist,Medium piece of Cash,0:20,00110010,0,01,10,0,10,50
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_LargePlate.png,Cake,Medium,Large,Verbatim,Gist,Medium piece of Cake,0:20,10110010,1,01,10,0,10,178
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\gist_stimuli_gist_perception,,,,,,,,pgistgist,,,,,
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_LargePlate.png,Cash,Medium,Large,Gist,Gist,Medium piece of Cash,Not at all; Somewhat; Very Much; Completely,00110110,0,01,10,1,10,54
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_MediumPlate.png,Cake,Large,Medium,Gist,Gist,Large piece of Cake,Not at all; Somewhat; Very Much; Completely,11001110,1,10,01,1,10,2016
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_LargePlate.png,Cake,Large,Large,Gist,Gist,Large Piece of Cake,Not at all; Somewhat; Very Much; Completely,11010110,1,10,10,1,10,214
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_MediumPlate.png,Cake,Medium,Medium,Gist,Gist,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10101110,1,01,01,1,10,174
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_LargePlate.png,Cake,Small,Large,Gist,Gist,Small piece of Cake,Not at all; Somewhat; Very Much; Completely,10010110,1,00,10,1,10,150
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_SmallPlate.png,Cake,Large,Small,Gist,Gist,Large piece of Cake,Not at all; Somewhat; Very Much; Completely,11000110,1,10,00,1,10,198
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_MediumPlate.png,Cake,Small,Medium,Gist,Gist,Small piece of Cake,Not at all; Somewhat; Very Much; Completely,10001110,1,00,01,1,10,142
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_SmallPlate.png,Cake,Medium,Small,Gist,Gist,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10100110,1,01,00,1,10,166
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_LargePlate.png,Cash,Large,Large,Gist,Gist,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01010110,0,10,10,1,10,86
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_SmallPlate.png,Cake,Small,Small,Gist,Gist,Small piece of Cake,Not at all; Somewhat; Very Much; Completely,10000110,1,00,00,1,10,134
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_SmallPlate.png,Cash,Medium,Small,Gist,Gist,Medium piece of Cash,Not at all; Somewhat; Very Much; Completely,00100110,0,01,00,1,10,38
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_MediumPlate.png,Cash,Large,Medium,Gist,Gist,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01001110,0,10,01,1,10,78
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_LargePlate.png,Cash,Small,Large,Gist,Gist,Small piece of Cash,Not at all; Somewhat; Very Much; Completely,00010110,0,00,10,1,10,22
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_SmallPlate.png,Cash,Small,Small,Gist,Gist,Small piece of Cash,Not at all; Somewhat; Very Much; Completely,00000110,0,00,00,1,10,6
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_SmallPlate.png,Cash,Large,Small,Gist,Gist,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01000110,0,10,00,1,10,70
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_MediumPlate.png,Cash,Medium,Medium,Gist,Gist,Medium piece of Cash,Not at all; Somewhat; Very Much; Completely,00101110,0,01,01,1,10,46
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_LargePlate.png,Cake,Medium,Large,Gist,Gist,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10110110,1,01,10,1,10,182
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_MediumPlate.png,Cash,Small,Medium,Gist,Gist,Small piece of Cash,Not at all; Somewhat; Very Much; Completely,00001110,0,00,01,1,10,14
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\none_stimuli_gist_wanting,,,,,,,,wnonegist,,,,,
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_MediumPlate.png,Cash,Large,Medium,Gist,None,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01001100,0,10,01,1,00,76
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_LargePlate.png,Cash,Medium,Large,Gist,None,Medium piece of Cash,Not at all; Somewhat; Very Much; Completely,00110100,0,01,10,1,00,52
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_MediumPlate.png,Cake,Medium,Medium,Gist,None,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10101100,1,01,01,1,00,172
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_LargePlate.png,Cash,Small,Large,Gist,None,Small piece of Cash,Not at all; Somewhat; Very Much; Completely,00010100,0,00,10,1,00,20
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_SmallPlate.png,Cash,Small,Small,Gist,None,Small piece of Cash,Not at all; Somewhat; Very Much; Completely,00000100,0,00,00,1,00,4
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_MediumPlate.png,Cash,Medium,Medium,Gist,None,Medium piece of Cash,Not at all; Somewhat; Very Much; Completely,00101100,0,01,01,1,00,44
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_SmallPlate.png,Cash,Large,Small,Gist,None,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01000100,0,10,00,1,00,68
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_LargePlate.png,Cake,Small,Large,Gist,None,Small piece of Cake,Not at all; Somewhat; Very Much; Completely,10010100,1,00,10,1,00,148
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_SmallPlate.png,Cash,Medium,Small,Gist,None,Medium piece of Cash,Not at all; Somewhat; Very Much; Completely,00100100,0,01,00,1,00,36
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_LargePlate.png,Cash,Large,Large,Gist,None,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01010100,0,10,10,1,00,84
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_SmallPlate.png,Cake,Small,Small,Gist,None,Small piece of Cake,Not at all; Somewhat; Very Much; Completely,10000100,1,00,00,1,00,132
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_LargePlate.png,Cake,Large,Large,Gist,None,Large piece of Cake,Not at all; Somewhat; Very Much; Completely,11010100,1,10,10,1,00,212
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_SmallPlate.png,Cake,Large,Small,Gist,None,Large piece of Cake,Not at all; Somewhat; Very Much; Completely,11000100,1,10,00,1,00,196
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_MediumPlate.png,Cash,Small,Medium,Gist,None,Small piece of Cash,Not at all; Somewhat; Very Much; Completely,00001100,0,00,01,1,00,12
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_MediumPlate.png,Cake,Large,Medium,Gist,None,Large piece of Cake,Not at all; Somewhat; Very Much; Completely,11001100,1,10,01,1,00,204
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_LargePlate.png,Cake,Medium,Large,Gist,None,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10110100,1,01,10,1,00,180
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_SmallPlate.png,Cake,Medium,Small,Gist,None,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10100100,1,01,00,1,00,164
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_MediumPlate.png,Cake,Small,Medium,Gist,None,Small piece of Cake,Not at all; Somewhat; Very Much; Completely,10001100,1,00,01,1,00,140
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\none_stimuli_verbatim_wanting,,,,,,,,wnoneverb,,,,,
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_SmallPlate.png,Cash,Small,Small,Verbatim,None,Small piece of Cash,0:20,00000000,0,00,00,0,00,0
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_LargePlate.png,Cash,Small,Large,Verbatim,None,Small piece of Cash,0:20,00010000,0,00,10,0,00,16
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_LargePlate.png,Cake,Medium,Large,Verbatim,None,Medium piece of Cake,0:20,10110000,1,01,10,0,00,176
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_SmallPlate.png,Cash,Large,Small,Verbatim,None,Large piece of Cash,0:20,01000000,0,10,00,0,00,64
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_SmallPlate.png,Cash,Medium,Small,Verbatim,None,Medium piece of Cash,0:20,00100000,0,01,00,0,00,32
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_MediumPlate.png,Cash,Medium,Medium,Verbatim,None,Medium piece of Cash,0:20,00101000,0,01,01,0,00,40
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_MediumPlate.png,Cake,Small,Medium,Verbatim,None,Small piece of Cake,0:20,10001000,1,00,01,0,00,136
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_LargePlate.png,Cake,Large,Large,Verbatim,None,Large piece of Cake,0:20,11010000,1,10,10,0,00,208
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_LargePlate.png,Cash,Medium,Large,Verbatim,None,Medium piece of Cash,0:20,00110000,0,01,10,0,00,48
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_MediumPlate.png,Cake,Medium,Medium,Verbatim,None,Medium piece of Cake,0:20,10101000,1,01,01,0,00,168
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_LargePlate.png,Cash,Large,Large,Verbatim,None,Large piece of Cash,0:20,01010000,0,10,10,0,00,80
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_SmallPlate.png,Cake,Small,Small,Verbatim,None,Small piece of Cake,0:20,10000000,1,00,00,0,00,128
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_MediumPlate.png,Cake,Large,Medium,Verbatim,None,Large piece of Cake,0:20,11001000,1,10,01,0,00,200
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_SmallPlate.png,Cake,Large,Small,Verbatim,None,Large piece of Cake,0:20,11000000,1,10,00,0,00,192
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_MediumPlate.png,Cash,Small,Medium,Verbatim,None,Small piece of Cash,0:20,00001000,0,00,01,0,00,8
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_SmallPlate.png,Cake,Medium,Small,Verbatim,None,Medium piece of Cake,0:20,10100000,1,01,00,0,00,160
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_MediumPlate.png,Cash,Large,Medium,Verbatim,None,Large piece of Cash,0:20,01001000,0,10,01,0,00,72
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_LargePlate.png,Cake,Small,Large,Verbatim,None,Small piece of Cake,0:20,10010000,1,00,10,0,00,144
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\verbatim_stimuli_verbatim_wanting,,,,,,,,wverbverb,,,,,
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_SmallPlate.png,Cake,Small,Small,Verbatim,Verbatim,Small piece of Cake,0:20,10000001,1,00,00,0,01,129
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_SmallPlate.png,Cash,Small,Small,Verbatim,Verbatim,Small piece of Cash,0:20,00000001,0,00,00,0,01,1
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_LargePlate.png,Cake,Small,Large,Verbatim,Verbatim,Small piece of Cake,0:20,10010001,1,00,10,0,01,145
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_LargePlate.png,Cake,Large,Large,Verbatim,Verbatim,Large piece of Cake,0:20,11010001,1,10,10,0,01,209
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_MediumPlate.png,Cake,Large,Medium,Verbatim,Verbatim,Large piece of Cake,0:20,11001001,1,10,01,0,01,201
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_SmallPiece_MediumPlate.png,Cake,Small,Medium,Verbatim,Verbatim,Small piece of Cake,0:20,10001001,1,00,01,0,01,137
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_SmallPlate.png,Cake,Medium,Small,Verbatim,Verbatim,Medium piece of Cake,0:20,10100001,1,01,00,0,01,161
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_LargePiece_SmallPlate.png,Cake,Large,Small,Verbatim,Verbatim,Large piece of Cake,0:20,11000001,1,10,00,0,01,193
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_SmallPlate.png,Cash,Large,Small,Verbatim,Verbatim,Large piece of Cash,0:20,01000001,0,10,00,0,01,65
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_LargePlate.png,Cash,Medium,Large,Verbatim,Verbatim,Medium piece of Cash,0:20,00110001,0,01,10,0,01,49
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_MediumPlate.png,Cash,Medium,Medium,Verbatim,Verbatim,Medium piece of Cash,0:20,00101001,0,01,01,0,01,41
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_LargePlate.png,Cash,Large,Large,Verbatim,Verbatim,Large piece of Cash,0:20,01010001,0,10,10,0,01,81
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_MediumPlate.png,Cake,Medium,Medium,Verbatim,Verbatim,Medium piece of Cake,0:20,10101001,1,01,01,0,01,169
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_6_SmallPlate.png,Cash,Medium,Small,Verbatim,Verbatim,Medium piece of Cash,0:20,00100001,0,01,00,0,01,33
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_LargePlate.png,Cake,Medium,Large,Verbatim,Verbatim,Medium piece of Cake,0:20,10110001,1,01,10,0,01,177
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_MediumPlate.png,Cash,Small,Medium,Verbatim,Verbatim,Small piece of Cash,0:20,00001001,0,00,01,0,01,9
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_1_LargePlate.png,Cash,Small,Large,Verbatim,Verbatim,Small piece of Cash,0:20,00010001,0,00,10,0,01,17
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_MediumPlate.png,Cash,Large,Medium,Verbatim,Verbatim,Large piece of Cash,0:20,01001001,0,10,01,0,01,73
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\verbatim_stimuli_gist_wanting,,,,,,,,wverbgist,,,,,
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\CashStimuli_20_SmallPlate.png,Cash,Large,Small,Gist,Verbatim,Large piece of Cash,Not at all; Somewhat; Very Much; Completely,01000101,0,10,00,1,01,69
C:\Users\rdradmin\Dropbox\HEP Lab Info\HotCold_EEG_ReynaLab\HotCold_EEG_ExperimentPrep\HotCold_EEG_PsychoPy_experiment_files\Cake_MediumPiece_LargePlate.png,Cake,Medium,Large,Gist,Verbatim,Medium piece of Cake,Not at all; Somewhat; Very Much; Completely,10110101,1,01,10,1,01,181
